"V1","V2","V3","V4","V5"
0.110779152156974,0.0555124869768743,0.00110662864273653,-0.0367276482457319,-0.0784199827054846
0.106210162261938,0.0608073897038177,0.0257776094061849,-0.017304704672964,-0.0268313295342819
0.0769846628886325,0.0248489283095326,-0.0174407622917917,-0.0343845751007792,-0.0831829597403046
0.0993399403251479,0.0910506595782016,0.0305724425640902,-0.012170684565401,-0.0577766593231792
0.123585544760756,0.0202044514202215,-0.024014676012695,-0.0855740735766515,-0.115906261623261
0.0419681713256898,-0.00250604675387051,-0.0179209457806543,-0.054917078683457,-0.103331126064182
0.0614956479221377,0.00619070103615705,-0.0196972686545747,-0.0315317206800364,-0.065065826772728
0.123291574221708,0.0601734912963609,0.0270691817771678,-0.0185373992955555,-0.0544253597906766
0.0543147692327704,0.0394707036864963,-0.00731576593004595,-0.0340236046086123,-0.0647251713398999
0.104258500241171,0.0260982936330677,-0.0172791488717489,-0.0524748330281046,-0.0567614826911554
0.0621171751893477,0.0391866460682453,0.00635446325500955,-0.0223445133208636,-0.0597679406365649
0.0829236709900691,0.0234935480633287,-0.000505057575717549,-0.090373321380631,-0.11337322585753
0.0891743716757498,0.0725285857433067,-0.00830081446551322,-0.0440623678570612,-0.0625847746320738
0.0466019345149357,0.0404301594481721,-0.007597827719179,-0.0514399174380593,-0.0874370456853176
0.0583962451363181,-0.00374351424121798,-0.0275849041171721,-0.0516675074651687,-0.0890477961458827
0.0803508287855636,0.0633632799065213,0.00655456540524719,-0.0343911206828344,-0.0459682632475177
0.0898445041137046,0.0631612057098015,-0.0185299850350643,-0.0388582739247221,-0.0763941463778075
0.0623920479636735,0.0460774782165538,0.010707402206805,-0.041879125239487,-0.0925069406028825
0.0553529369791568,0.0391648753647738,-0.0510582513445611,-0.0637242962572686,-0.080493978991736
0.0503209508710767,0.0374880605213197,0.00189781296502416,-0.039390277250403,-0.0499869009716762
0.0346456501624416,0.00429617596988927,-0.0105599642893082,-0.0857874286514418,-0.103323765842416
0.103114571313095,0.0531384510181503,0.0256447163918352,-0.00120424433597188,-0.0360621830278234
0.0904016503307923,0.071408977803242,0.0164451811911149,-0.0304749777263484,-0.0742758966932949
0.0819464257501667,0.0228864458493229,-0.0106970852278265,-0.0440221757854145,-0.0791887798052554
0.162564202418361,0.0479252711036993,0.0113521259469,-0.0311472567368105,-0.0664632258275406
0.144890700078989,0.0407999858563304,0.0155117402363566,-0.01437259373166,-0.067567474647842
0.0889591784299327,0.026801470992559,-0.0319991425749682,-0.0354840780489926,-0.055002217518233
0.0874578270533282,0.0494356313851982,0.00166617041405753,-0.0146737732094837,-0.0501437797431271
0.0763653445065534,0.0029329980355368,-0.0259129085313863,-0.0499507717315627,-0.0905254475570664
0.0984843650505301,0.0412914082448808,0.0211074860846396,-0.0197707932514862,-0.0781234126278225
0.0985772288090724,0.0067718194958193,-0.00443663273004805,-0.0335557041833364,-0.076362857381006
0.0973336574169691,0.0363841889511213,-0.0181161202527404,-0.0398877017732105,-0.111335980102698
0.0716083486644096,0.0403372968427065,0.00835277300686229,-0.0450501814389037,-0.0719388639801932
0.0546863464774799,0.0218860856542546,-0.0194944221865539,-0.0524418310422205,-0.0568419787729348
0.0963846011758144,0.0597240389188855,0.0469347346659502,-0.0279581544554441,-0.0436985417712041
0.0736652265187186,0.0387945923016374,-0.00260018433263062,-0.0574834745903658,-0.0884113430857685
0.0509606851706847,0.00853676447902754,-0.0120792714897705,-0.068703374370647,-0.098248977935158
0.0974312510587065,0.0488129918514808,0.0216191930204233,-0.0349180146084536,-0.0653998781015439
0.0773100091222409,0.040981405492233,-0.000643330264237935,-0.0350003366953496,-0.0503783246969304
0.0517511911228074,0.0258402866147635,0.00713413237941711,-0.0506675005626464,-0.0903601954547805
