"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1.00326840885511,-0.0299393917865811,-0.0104421672741214,0.0353017464206818,0.0199121842574908,0.04679712363612,-0.0294321930636025,-0.00838531409544687,0.0391463215995268,0.0455312633958668
-0.0299393917865811,0.979940185093219,0.0432281712009634,-0.0585360547933187,-0.0160249081867836,-0.0110967447291351,0.00491800074084423,0.0205273829168424,-0.0236850858758708,0.00540917487380909
-0.0104421672741214,0.0432281712009634,1.0512811491161,0.0200246541360867,0.0883190679067073,-0.0027563870826808,0.0325802380378169,-0.000170061434713995,-0.000362433879513777,-0.0261918314610655
0.0353017464206818,-0.0585360547933187,0.0200246541360867,1.04556220436315,0.0318373145800511,-0.0457615230142885,0.0208310752883258,0.0393333908458006,-0.0721401562341208,-0.0572183865181504
0.0199121842574908,-0.0160249081867836,0.0883190679067073,0.0318373145800511,1.02396117003717,0.0510607738405748,0.0119447765848022,-0.01580372407316,-0.00907098256101968,-0.0659714020094846
0.04679712363612,-0.0110967447291351,-0.0027563870826808,-0.0457615230142885,0.0510607738405748,1.03322963976911,-0.00697368364108893,-0.039232068842575,0.0497141661652328,0.0438588791597538
-0.0294321930636025,0.00491800074084423,0.0325802380378169,0.0208310752883258,0.0119447765848022,-0.00697368364108893,0.950798512355301,0.016445131872533,0.0102368570123192,-0.016103985210926
-0.00838531409544687,0.0205273829168424,-0.000170061434713995,0.0393333908458006,-0.01580372407316,-0.039232068842575,0.016445131872533,0.961382743986675,0.029783215102096,0.0318774820810358
0.0391463215995268,-0.0236850858758708,-0.000362433879513777,-0.0721401562341208,-0.00907098256101968,0.0497141661652328,0.0102368570123192,0.029783215102096,0.990348664050993,-0.000311712628695604
0.0455312633958668,0.00540917487380909,-0.0261918314610655,-0.0572183865181504,-0.0659714020094846,0.0438588791597538,-0.016103985210926,0.0318774820810358,-0.000311712628695604,1.04065657472251
