"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.997883630690357,-0.01713280560883,0.0449675431886708,0.0136821779757396,0.0169055755816809,-0.055464949931944,0.00888316979026687,0.00515515369646782,0.0365475919412101,0.0569487301957316
-0.01713280560883,0.918819539676676,-0.0659047700305027,-0.0174658302699867,0.0191303138101289,0.0505623288282964,-0.000498246892307941,0.0556309235060341,0.00291972675943175,-0.0385637099479714
0.0449675431886708,-0.0659047700305027,1.0262622423973,0.0116228787967905,0.030657957929834,-0.122705209978486,-0.0171291958665583,-0.0119822280502868,0.043785332335285,-0.000396175831475161
0.0136821779757396,-0.0174658302699867,0.0116228787967905,0.983424929672865,-0.0117890441659943,-0.0481809332770763,-0.0385928826218974,0.000904642122752368,-0.042529148615456,0.0263553958196424
0.0169055755816809,0.0191303138101289,0.030657957929834,-0.0117890441659943,0.899315569261113,-0.0588751944055166,0.0969017817788869,0.00191009583504969,0.07619752013316,0.0069030776538535
-0.055464949931944,0.0505623288282964,-0.122705209978486,-0.0481809332770763,-0.0588751944055166,1.04488290100773,0.00578251733652302,0.0157260417330609,0.0617792062090302,-0.0243848972812841
0.00888316979026687,-0.000498246892307941,-0.0171291958665583,-0.0385928826218974,0.0969017817788869,0.00578251733652302,0.987281246536019,0.0752598238479102,0.0121449620800814,0.0295312971841969
0.00515515369646782,0.0556309235060341,-0.0119822280502868,0.000904642122752368,0.00191009583504969,0.0157260417330609,0.0752598238479102,0.971847752207926,-0.00398579652200947,0.00773407598773891
0.0365475919412101,0.00291972675943175,0.043785332335285,-0.042529148615456,0.07619752013316,0.0617792062090302,0.0121449620800814,-0.00398579652200947,1.01152442700986,0.0197777382033676
0.0569487301957316,-0.0385637099479714,-0.000396175831475161,0.0263553958196424,0.0069030776538535,-0.0243848972812841,0.0295312971841969,0.00773407598773891,0.0197777382033676,1.09725571929807
