"prementumwidth","prementumlength","epipharynxwidth","epipharynxlength","palatalplatelength","greatestwidthofpalatalplate","betweenmystaxbristledistance","eyewidth","eyelength","winglength","wingwidth","scutellumwidth","scutellumlength","tibialength","tibiawidth","basitarsuslength","basitarsuswidth"
1,0.165918320695821,0.261336794324829,0.209242813940505,0.207033356516375,0.332225212772487,0.183200479924013,0.202430261926249,0.249429001655636,0.212901302813357,0.252999686692695,0.249486483696887,0.0830570588855471,0.224140538919275,0.133657999837615,0.10159801524713,0.0447333228955592
0.165918320695821,1,0.107858688667102,0.257400892998632,0.253271201751886,0.183685140473179,0.143446856417767,0.16061569053791,0.218577242262681,0.176192327642691,0.152272539004462,0.187534277152917,0.0847233613556912,0.191349311695755,0.0291352631988951,0.167683467368481,0.117339189815674
0.261336794324829,0.107858688667102,1,0.176986690185499,0.168717516087359,0.608989469380126,0.150080670953317,0.186242176863886,0.196326360927949,0.209969802730131,0.235644737256164,0.181083530146927,0.052710408739547,0.159221405590484,0.125646980755128,0.208787987602807,0.0709164788793686
0.209242813940505,0.257400892998632,0.176986690185499,1,0.569665573712698,0.320152493693328,0.155545791736775,0.248073106098432,0.377809007667837,0.348215584280365,0.328481270666289,0.294987830017519,0.111869829670602,0.374887844699771,0.147384587477477,0.274832263082152,0.0754691238750514
0.207033356516375,0.253271201751886,0.168717516087359,0.569665573712698,1,0.31978691189993,0.342848704003475,0.297986844391174,0.472020664065368,0.428861298220711,0.352746192462114,0.376480443366694,0.189137503218357,0.476290098687076,0.191212399078705,0.34343195808473,0.111897526175748
0.332225212772487,0.183685140473179,0.608989469380126,0.320152493693328,0.31978691189993,1,0.296355313356275,0.254189720995566,0.354888686287793,0.312484320798482,0.331693721281571,0.331735981045818,0.0878775679541143,0.299608014672577,0.133256319535463,0.254150224312998,0.0949757833881343
0.183200479924013,0.143446856417767,0.150080670953317,0.155545791736775,0.342848704003475,0.296355313356275,1,-0.244520229314038,0.342483830863676,0.387310530084909,0.371134430461508,0.354302607547751,0.156875392263016,0.368661158339443,0.169572214282547,0.272248258128852,0.0807309614748058
0.202430261926249,0.16061569053791,0.186242176863886,0.248073106098432,0.297986844391174,0.254189720995566,-0.244520229314038,1,0.531841536493244,0.357974952595776,0.326143502148996,0.307867974899678,0.138534294051864,0.39140903650377,0.211230144265924,0.319304303296715,0.14506073053582
0.249429001655636,0.218577242262681,0.196326360927949,0.377809007667837,0.472020664065368,0.354888686287793,0.342483830863676,0.531841536493244,1,4.36938014360587,0.444290131350764,0.416972242049016,0.168186313409744,0.43339339392176,0.220047323566462,0.345041061639327,0.107855952793482
0.212901302813357,0.176192327642691,0.209969802730131,0.348215584280365,0.428861298220711,0.312484320798482,0.387310530084909,0.357974952595776,4.36938014360587,1,0.67932978201134,0.477655779093531,0.306739674683534,0.674377180212557,0.25825099074784,0.518605308615718,0.131926901020833
0.252999686692695,0.152272539004462,0.235644737256164,0.328481270666289,0.352746192462114,0.331693721281571,0.371134430461508,0.326143502148996,0.444290131350764,0.67932978201134,1,0.461813117183456,0.229814564275093,0.513014124708505,0.274197525941311,0.406774827705468,0.106021959685686
0.249486483696887,0.187534277152917,0.181083530146927,0.294987830017519,0.376480443366694,0.331735981045818,0.354302607547751,0.307867974899678,0.416972242049016,0.477655779093531,0.461813117183456,1,0.428003587550543,0.434893798372244,0.241159118674635,0.342505293242514,0.106713775896405
0.0830570588855471,0.0847233613556912,0.052710408739547,0.111869829670602,0.189137503218357,0.0878775679541143,0.156875392263016,0.138534294051864,0.168186313409744,0.306739674683534,0.229814564275093,0.428003587550543,1,0.286463043715596,0.0832811110513463,0.175951076519986,0.0510668736213505
0.224140538919275,0.191349311695755,0.159221405590484,0.374887844699771,0.476290098687076,0.299608014672577,0.368661158339443,0.39140903650377,0.43339339392176,0.674377180212557,0.513014124708505,0.434893798372244,0.286463043715596,1,0.286579918603089,0.606166088469011,0.194116645163057
0.133657999837615,0.0291352631988951,0.125646980755128,0.147384587477477,0.191212399078705,0.133256319535463,0.169572214282547,0.211230144265924,0.220047323566462,0.25825099074784,0.274197525941311,0.241159118674635,0.0832811110513463,0.286579918603089,1,0.317744871766251,-0.00992854189752472
0.10159801524713,0.167683467368481,0.208787987602807,0.274832263082152,0.34343195808473,0.254150224312998,0.272248258128852,0.319304303296715,0.345041061639327,0.518605308615718,0.406774827705468,0.342505293242514,0.175951076519986,0.606166088469011,0.317744871766251,1,0.0774205453880513
0.0447333228955592,0.117339189815674,0.0709164788793686,0.0754691238750514,0.111897526175748,0.0949757833881343,0.0807309614748058,0.14506073053582,0.107855952793482,0.131926901020833,0.106021959685686,0.106713775896405,0.0510668736213505,0.194116645163057,-0.00992854189752472,0.0774205453880513,1
