"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.11412140943913,0.0630441927161362,0.0435823865158591,0.022508778974926,0.00907000198452277,-0.000600045580874786,-0.028188149951943,-0.0560225154697112,-0.064323288939162,-0.115080116350593
0.0910913739625918,0.0437650308652227,0.0322162661881295,0.00976543577893492,0.00332474050637833,-0.0133613331925376,-0.0443184950669722,-0.058487694919964,-0.0849134732796959,-0.109109688003592
0.112762236599546,0.070154909995117,0.0228295636207512,-0.00132851443699586,-0.00578549779687438,-0.0284964241802776,-0.0452386750841628,-0.0657087027238318,-0.0776380545235608,-0.111745880104266
0.0922833879680051,0.0777059293059889,0.0443487160943562,0.0240630790293133,0.0199474507873737,-0.00281720934376412,-0.00847098224867406,-0.0434480304811636,-0.0535748367911469,-0.0788007399312262
0.0818745669339454,0.0662649542573639,0.0246049942574008,0.00531616708077893,-0.000368572606914019,-0.0104746792037603,-0.0199346861016472,-0.0336240675336635,-0.0591599002574975,-0.0727716108557602
0.0828271988377154,0.0450498440657166,0.0350915200062094,0.00923988267459459,0.00303055992869599,-0.0233225154044135,-0.0288339138252012,-0.0367020316160213,-0.0499310323813978,-0.0971001950114209
0.105584950198489,0.0427048972469458,0.0175880329850555,0.0120364219267974,-0.000226708461811598,-0.0124742758166353,-0.0338304383039456,-0.0553876525707974,-0.0672651853681884,-0.0840251986968956
0.0909471405318995,0.0656685517708647,0.0477538122588429,0.0392769263770897,0.0247796705002627,0.00184997061304292,-0.0449738995848413,-0.0528455369607985,-0.0829942927760684,-0.0922642273809582
0.0982971720653796,0.060026942390144,0.0215805716900798,0.0111520683427505,0.0024797675544758,-0.0156222894903317,-0.0168987231272853,-0.0548181433407596,-0.0673457821468544,-0.0868136001204887
0.107165601522129,0.0864764404094116,0.0780001454692741,0.0460146191209734,0.0311567523746958,-0.0154197402080867,-0.0201647031837736,-0.0356864380961126,-0.0465524736728067,-0.0749059431528069
