"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.0127025332326438,0.00975558982884397,0.00236382333631114,0.00904788777598661,-0.00999679519678879,-0.0269880126105247,0.0132872581368374,0.0408958206558716,-0.00482077930290424,0.0329965306806116
0.00975558982884397,0.0012958445673706,0.0208665593125358,0.0442423401035355,-0.015597568129093,-0.00404355381345261,0.019859772353003,0.0197994947767669,0.00518424914427073,0.0443540883502359
0.00236382333631114,0.0208665593125358,-0.0366656952578012,-0.00413907140185944,-0.0246183839805434,-0.0110565259766663,0.0194774161726018,-0.000507052902329995,-0.00563298364605852,0.0111877744532222
0.00904788777598661,0.0442423401035355,-0.00413907140185944,-0.00570980320015528,0.0132016311488624,-0.0190189156620553,-0.0295724447445169,0.0136478513977305,-0.0333670063059747,-0.0164842527868965
-0.00999679519678879,-0.015597568129093,-0.0246183839805434,0.0132016311488624,-0.00594351883044093,0.00716663739015387,-0.0157758093314219,0.00477555377409885,-0.0118956641916699,-0.00748389569298756
-0.0269880126105247,-0.00404355381345261,-0.0110565259766663,-0.0190189156620553,0.00716663739015387,-0.0447545815122975,0.0180182747816654,-0.000142129687502336,0.0288093044153213,-0.0089677347036601
0.0132872581368374,0.019859772353003,0.0194774161726018,-0.0295724447445169,-0.0157758093314219,0.0180182747816654,-0.0198748484591826,-0.0147450596085547,0.00136917654898251,-0.0422062640600349
0.0408958206558716,0.0197994947767669,-0.000507052902329995,0.0136478513977305,0.00477555377409885,-0.000142129687502336,-0.0147450596085547,-0.0445000905610612,0.00303639202502566,-0.0121729399103172
-0.00482077930290424,0.00518424914427073,-0.00563298364605852,-0.0333670063059747,-0.0118956641916699,0.0288093044153213,0.00136917654898251,0.00303639202502566,-0.0343675282736106,-0.00810887494480397
0.0329965306806116,0.0443540883502359,0.0111877744532222,-0.0164842527868965,-0.00748389569298756,-0.0089677347036601,-0.0422062640600349,-0.0121729399103172,-0.00810887494480397,-0.0160510686763724
